Rating,Label,Review_Text
4,-1,"OMFG. Is that allowed on yelp? Well, it needs to be, because that is what my taste buds said when I popped a frite doused in mango chutney into my mouth. The fries are humongous, and a large (to stay) can be too much for 2 people with medium appetites. The to go portions, oddly, are double the to stay portions. Don't know why. I don't really care. It's the sauces that are the important part. We also got the wasabi mayo, and the rosemary garlic mayo. They tasted like what we expected them to taste like. Enjoyable, but not mind-blowing like the mango. Can't wait to go back and try the pineapple one! Love the tables with the holes for the cones. Wish it wasn't as cramped so big groups could have a good time, but it's what you make of it. Get a to go portion and savor it in Tompkins Square Park as you watch the interesting folk of alphabet city go by!"
5,-1,"Love this place! ??Been eating here for years, and it never disappoints."
5,-1,"Was attending an event at the Javits Center and couldn't believe how poor the food choices are on-site. ??I decided to explore what was within walking distance. ??So glad I found Pio Pio 8 (thanks to Yelp)! ??What more can I say that hasn't already been said... great ambiance and decor, great food, and great sangria! ??Would definitely recommend the tuna ceviche."
5,-1,"Highly recommended! They have an indoor/ outdoor area, which is great for the summer. The service is always really good and the food is brought out fast. My absolute favorite meal to get is the burnt ends. They are so good they melt in your mouth. Pulled pork, sweet potatoes, and bacon baked beans are always favorites of mine. Another plus is this place is BYOB, so if you're on a budget, bring your own drinks and get the platter choice on the menu for around $30. This will allow you to choose the dishes and sides you love and share them with your friends/family. Love this place. Enjoy!"
5,1,"tl;dr version: We had a great meal but Alinea in Chicago still owns my heart. The reservation: 400 calls before getting someone on the phone. The week was already full and I was placed in the wait list. A spot opened and we took it. The process is pretty stressful and will be even more if you want a particular date or day of the week. The setting: half circle facing the kitchen. beautiful copper pans hanging. Chef Ramirez actually opened the door himself. Very nice and quiet decor. It is not a setting that invites conversation when in a party of 4 or more though. The staff: I've read many reviews complaining about the service and something must have happened since because I really enjoyed the service. Discreet, professional and knowledgeable. The server knew each course and their component by heart. Special mention to the sommelier who was very nice and knew her way around cheaper wines as well as more expensive ones. The food: The food was great. I'm not going to list all the dishes we were served because 1. I don't remember all of them and 2. the menu is changed almost daily. I had some minor issues with some of the dishes (a couple of them we over-seasoned and the sashimi preparation seemed quite acidic for my palate (but that may be a taste issue more than a flaw). Some dishes were amazing, such as the sea urchin with truffle, the flan with escargots or the desserts. But nothing totally blew my mind like I felt when we visited Alinea. No fireworks of flavor. just very clean and well presented dishes. What made me lean toward 5* instead of 4: Well, there is still not half grades in Yelp. I really appreciated the attention to the detail that chef Ramirez and his team put in each dish. Also, somehow, someone overheard that we were there for my fianc??e's birthday and they had a candle on her dessert plate. Will I go back? If someone makes the reservation for me, definitely."
5,-1,"Hands down the most creative and delicious sandwiches I have ever had! This is a family run business serving fine FINE fine ingredients on bread that is delivered fresh every day. I live in the area and see it delivered every morning! Everyone is friendly, yes sometimes there is a wait but it is worth it. I don't understand all the complaints about the size or cost of their sandwiches. This is a gourmet shop, if you people can't appreciate what Lamazou offers then go get your 5 dollar foot longs down the street. But if you want a quality and delicious gourmet sandwich there is no other place in the city or probably the entire east coast that offers this!!"
4,1,"Lovely Sunday brunch experience. Cozy country environment that makes you feel like you're back home at your family's farmhouse. There are even framed pictures of animals decorated throughout the restaurant. The food here was fresh with unique ingredients, however, my only complaint was the blandness of my omelette. I definitely had to salt and pepper my omelette quite a bit to get it up to taste. The potatoes and biscuits were satisfying and I also sampled my friend's sour milk pancakes which were delicious, light and fluffy. The service here was attentive. The food came out a bit slow, which I enjoyed as it was one of the first times I did not feel rushed at brunch. Surprisingly, for a table of 4, we arrived a few minutes before noon and only had to wait for about 15 minutes. Overall, I'd come back here again."
5,1,"Featuring a minimalist exterior of planked wood, the House of Small Wonder ironically stands out with its charmingly different sense of style. You're greeted by a tree upon stepping in, which seems to blend well with the rest of the decor, with the navy wallpaper, wooden tables, various potted plants, and framed ink-block prints along one the walls. The best things about this place is the ambiance and it's quiet and relaxing vibe. The people here are incredibly warm, and the breakfast prices here are very reasonable! I had a brie, pear, and fuji apple sandwich, a fruit salad, and a glass of OJ. No major complaints. This place is definitely worth a stop if you're in the area!"
4,1,"Food was very nice, coffee was SUPERB, service was outstanding. ??The mimosas and bloody mary's were great, too. ??All around, The Smith offered a lovely brunch."
5,-1,"My wife, friend, 12 year old, and I ate at Tink's Restaurant last night and all four of us loved the meal. I had an awesome Grouper Oscar with crab meat, it was lightly breaded and very tasty. My wife had Tuna, friend had snapper with a butter sauce, and 12 year old had a small Ceaser Salad, which was great, and fettuccine Alfredo and ate it all. Prices are a little high but in line for the quality and choices of food. I was able to take a taste of all 4 meals and all of them were outstanding. First time ever that we all agreed that our meals were great and we all would get the same thing again."
4,-1,"Solid French restaurant in Manhattan. The mussels and ribeye were fantastic. Also, the four 'as much as you want' vegetables were quite good. I really liked the couliflower puree. When dining here, remember that it is cash only and BYOB."
4,1,"I met up with my gal pals for brunch here earlier today and as expected, there was a whole mess of people hovering around waiting for a table. I was skeptical when the hostess told us the wait for 3 would be 30 minutes, especially on a gorgeous and sunny day such as today. There's definitely a pretty scene here and so the *eye candy* helps as you're waiting to be seated. To our pleasant surprise, we were seated in 30 minutes like the hostess had promised so don't let the crowd scare you away from trying Extra Virgin out. It is cramped inside and the tables are stacked on top of each other. We got a seat near the bar/kitchen area and so my chair was knocked quite frequently. Our server was polite minus 'tude which isin ??all I ask for. She was very good about refilling our waters and checked on us after our food came despite how mad busy she was. Two of us ordered the Banana French Toast w/maple syrup and the other person ordered a Shrimp Cobb Salad. The Banana French Toast portion is big and the French toast is thick. It was actually quite delicious without being overly sweet. It also had toasted bananas in there with a spoon of whip cream. The Shrimp Cobb Salad was meh and looked quite dry due to lack of dressing. Overall, I enjoyed my Banana French Toast and don't mind coming back but only if the wait time isn't too ridiculous."
2,1,Gets the job done.
5,-1,Love the octopus appetizer (forget the name ) caesar salad with black salt ??and the Polenta with prosciutto and mozzarella... The restaurant is so cozy and very old school.. I usually order delivery from here once every other week and everything is always great!
5,1,"$5 Brunch Drinks ??were awesome. Great variety! I tried the sangria one and the tequila one. Sorry I should have wrote down names Fave dishes: Fried Chicken, BBQ Shrimp w. Crispy Grits and Butterbeans! Notable mentions: Fried Green Tomatoes and Collards Will be bringing my friends to try this place."
4,1,"Delicious, reasonably priced and close to work, this place is definitely one of my favorites."
4,1,"These aren't the best noodles that I've ever had, but they're close enough and darn cheap as well. A friend and I came here for dinner on a Saturday night after discovering that the wait at Joe's Shanghai around the corner was too long. This place is pretty run-down and can only seat 20-30 people, but I never saw anybody have to wait for a table. We ordered the beef noodle soup and the house special noodle soup both with knife-cut noodles. The only difference was the addition of tripe, ox tail, tendon, and a fried egg in the house special. I didn't like the beef that they used - most places use a thick and tender cut of beef for their beef noodle soups, but these noodles had thin, chewy slices (I think it was brisket?) that weren't tender at all. I did love the huge plastic containers filled with cilantro on each table so that you can add however much cilantro you want to your noodles. I probably dumped half of the container into my bowl. Both my friend and I had way too many noodles in our bowls and didn't get anywhere close to finishing them. The total came out to $15 after tax and tip. Where else in Manhattan can you get two bowls overflowing with delicious noodles for $15?! Chinatown never ceases to amaze me. As with many places in Chinatown, this place is CASH ONLY!"
5,1,"Great deviled eggs, fresh oysters. Spicy garlic shrimp is excellent. Also get the root beer float and don't substitute it with coke, because they have special root beer. :-)"
4,1,"super cute and intimate love the window view in the back portions are small ... - monkey bread - buttery and savory - egg - which is boneless chicken wings, potato, artichoke and poached? egg - bucatini - has a kick =) - sucking pig - kind of reminds me a lil bit of like just roast crispy pork, comes with two sauces bonus points - brought a friend here for bday and they wrote 'happy birthday name' on the menu ... uber cute touch!!! (came here at the end of april)"
4,1,"Met up with Sandy C. (Queens) on a Sunday Evening and her BF. Thanks To Groupon, we decided to try this place out. I'm a big Venezuelan Food person (that's where I'm from) and it was pretty hard to get really good ""AREPA"" in NYC. ??Now, it's everywhere!. Very friendly staff, but a bit slow on service. ??Owner of the Place stopped by in every table to greet and make sure everything was ok. Menu is very simple and pretty good selection of Arepas stuffed with different types of meat, veggies. ??Also they have couple of Entrees listed that offers steak, pabellones. We decided to try out some appetizers and arepas (that's what we came for). Appetizers: Mini Cachapas Mini Empanadas (Chicken, Beef, Mini Shark) ?? ??(o_O) Entree Sandy C - Bomba Arepa (Reina with Sliced Avocado and Guayanese Cheese) Her BF - Carne Mechada Arepa (Shredded Beef) Me - Arepa de Catira (Shredded Chicken with melted Cheese) The way they make this arepa are different than Caracas and Patacon. ??They use a grill / bake the arepa instead of frying them. ??less crispy and you can taste the juicy meat. ??They stuff a lot of meat and the cornbread is pretty thin. ************************ ?? ?? ?? ??WARNING ?? ?? ?? ***************************** Before you eat an arepa, make sure you hold the arepa with TWO HANDS and the plate should be under the arepa to pick up your messy juice dripping it. ??SPECIALLY ??anything that has Beef in it. it's super J.U.I.C.Y.! DO NOT MAKE A MESS on your SHIRT! Mini Empanadas are descent, it was one of those baked empanadas which was O.k. Mini Cachapas with cheese and option to add sour cream. ??It was ok too, light and blend. Dessert: Tried Tres leches - It was very moist and not sweet at all (which I LIKE!). ??Thick layer of whipped cream. ??I recommend to share that with your friends because my tummy was about to blow up after I ate half of the piece. Price was descent, cheaper than Caracas arepa bar but not as Stuffy as Patacon. ??Thanks to Groupon we saved couple of bucks!."
4,-1,Delicious beef noodles and BBQ pork. Very inexpensive too.
3,1,"Stopped in for a few drinks after the Chili Cook Off at Hudson Terrace. ??It is a true pub, clean beer taps pour a great, chilled pint, great selection of beers and moderately priced wine by the glass. There was a private party happening in the back and it was crowded, but my thought is that this place is always crowded, with regulars, west siders and loyal clients that know the bartenders and the owner. ??It feels like a family place and I dig that. ??Quick, friendly service and it doesn't smell like an old man's bar. ??Much appreciated......."
4,-1,"We were recommended by the Intercontinental Hotel so I decided to give it a try. Their menu is simple. Fettuccine salmon were cooked al dente. My husband got chicken piccata and he loves every piece of it. One tip: I request to be seated in one of the corner booth, you will have a full view of this tiny place. Service was very pleasant as well."
5,1,"The best grilled chicken I've ever had!! Ordered the 1/2 chicken. Definitely enough for two people, but I ate it all myself. Tender, moist, juicy, and full of flavor. Lots of meat and boneless (thanks Purbird). Had the house salad on the side--perfect veggies and a just-right vinaigrette, simple and tasty. I hope this place sticks around for a long time. It's hard to find succulent grilled chicken anywhere, let alone one that is organic and hormone-free. Also, very friendly kitchen staff and owner. So glad they're in the neighborhood."
3,1,"The view was beautiful, the wait staff very entertaining, the bus boys are very attentive but the food just didn't match the other elements. ??The wait for the food was way too long. ??Once the food got to us, it was hot but bland. ??I'm hoping this place is a work in progress since they are a new establishment."
1,-1,"one of the worst dining experiences I have ever encountered. My friend and I were there today. We were the first people in the restaurant and the LAST to be served. Instead we watched a party of 2 and a party of 6 that arrived after us receive their meals first (making it worse, the party of 6 was all white women, so i guess they really didn't want to make them wait) I was utterly disgusted and couldn't believe what I was seeing. I will never eat a Peaches or Smoke Joint or any other related establishments again. I would never recommend to anyone, as much as I'd like to try and support I can't. Absolutely unacceptable and disgusting customer service."
4,1,"I love this new little place. ??Yesterday was my 3rd visit and it seems different/ better smoother somehow not such a long wait between courses and it was pretty full last night. I stil don't get the name and honestly when I first heard it I thought...""what does that mean do they put sugar in every dish?"" Thankfully that does not appear to be the case. We had the crawfish balls ( texture temperature look sauce was all very good) but the crawfish was rubbery ??distracting but the flavors were good. the fried chicken was great the muffalata great authentic... the po boys... the bread was a little thick hard to chew through, wanted a soft bun like a hot dog bun to hold that fried goodness and dressing. I heard they will be opening 7 days soon and also feature a brunch menu. ??exciting we need a great brunch place. I hope they add a couple of salads so I can eat there and justify ordering the mac and cheese which is really good. looking forward to going back."
2,1,"I started with a Bloody Mary super hot (I didn't order a Voodo - just asked for a Bloody Mary) and tasted of Old Bay seasoning for some reason. ??Good beer selection, switched after being fried by the Bloody Mary. ??Good oysters, had a couple different types. ??Will not order the ??beef Poboy, sloppy and fairly tasteless, hard to eat as a sandwich, maybe it was tasteless after the super over the top ""taste"" of the Bloody Mary? ?? I'll try something else next time, I'll be back. Service was good."
4,1,"Sandwiches are delicious. The bread is fresh and has that ""crunch"" which just makes the filling even more tasty. I had the lemongrass chicken and it had great flavor/very moist chicken. The frozen iced mocha is great too. This was my first sandwich from Joju, but definitely not my last!"
5,1,best salty flavorful broth.
5,-1,"This place is a solid 5 star joint. I have NEVER been anything but absolutely thrilled after every single meal I've had at the Spy. It's a bit pricy , but it's always worth it."
5,-1,"I had the unexpected delight of eating here a few weeks ago. An upscale neighborhood joint, Tavern on Jane strikes the perfect balance of cozy neighborhood spot (I heard the waitstaff refer to many of the diners by name) yet has really good comfort food -- at a decent price. Hard to find in this neighborhood that is pretty trendy (and great for people watching!) -- the lunch specials are a steal at only $12 (including soup or salad). I was here for dinner, and I have to say that the fried oysters (with ??crispy cornmeal battering) are amazing -- better than most I've had in the south. The burger was really, really good, with perfectly crispy fries and a side of coleslaw and pickles -without cheese it's $12 -- and is a full, delicious, meal. I'll definitly be back. Staff was really friendly, atmosphere was cozy and comfortable (they have a fireplace and brick walls, with candles on tables at night), and from there I spent the rest of the evening walking around the West Village -- a great way to walk off those yummy fries. :-)"
3,1,"love the simplicity & the fries holders if you get a craving for French fries European style & you don't mind the smell of frying this is a nice place to drop by, but keep in mind its really tight ?? souse is the HOT one, the pesto is not bad too"
5,-1,"Simply delicious. ??I haven't had their calzones yet, but I definitely want to go back to try them out! ??The pizza is not even comparable to other, standard pizzaria-types; it's like comparing a home-grilled, juicy burger straight from the farm to a processed sandwich off the Dollar Menu. ??Like I said, simply delicious!"
5,1,"A week later I am still drooling over my French Fries. I think these french fries were the most memorable item from the restaurant granted I did not have one of the egg dishes! There was something intoxicating about the french fries. My bar steak was cooked perfectly as ordered. The service was wonderful. They were attentive and gracious. The wait was a little long, an hour on a Saturday afternoon, but expected. I will definitely come back here my next trip to NYC!"
5,1,"We were looking for a bite to eat before heading to a show nearby but were restricted with time. It didn't look like there was a wait, so we walked in for dinner. I'm so thankful we did. I have no idea why this place was not busier. The food was AMAZING. I had the skirt steak with vegetables on the side and my mouth is still watering just thinking about it. It was cooked to perfection and the sauce on the side was delicious. I would ABSOLUTELY recommend stopping in here. For the quality of the food, I'm surprised it wasn't more expensive."
5,1,"Honestly one of the best Italian restaurants I ever went to. Every time I go there I feel very welcome, as the staff is very friendly and make me feel like I am talking to a friend rather than a waiter. The service is great, with the staff providing you everything you need. The food is absolutely amazing, Ancora has the best pasta dishes I have ever tasted. I have been to Ancora numerous times and having tried something new every time, I was never disappointing... everything is great. The new location at The Double Tree Hotel is wonderful, just across the street from its original location which is not at all an inconvenience. I love the new place and I am sure I will be coming back for the superb food and service."
4,1,the only bad part of this experience was that it had to come to an end. i agree with David ??L's review completely and as i started desperately scavanging for the last remaining noodles at the bottom of my bowl - i actually felt sad that my meal was coming to an end. i can't wait to go back.
5,-1,"oh boy, oh boy have i been waiting to write a review for this place forever! and i am cramped on time but i promise to update this eventually. north spy food is hands down my fave breakfast/brunch spot in the entire city. i cosider myself a foodie, big time, i am a food blogger, editor and all around enthusiastic eater and this has got to be the poster child of great local/seasonal dining places in manhattan. a close runner up list is ABC kitchen, egg in brooklyn, and stanton social...if you're interested in my tastes!"
2,-1,"Got delivery, I imagine the in-house dining experience is different. ??Food was maybe not quite as good as the other thai delivery places I have tried in the area and the delivery took maybe 3 times as long as the other places. Maybe they are just having a bad night...."
4,1,"This is a cool little Medi/French bistro tucked away just off of Prince Street. ??It's great on a lazy afternoon, especially in the spring when the doors are open, people are sitting out front and walking by. ??Although the service is a bit inconsistent, the food is excellent. I love the retro Parisian atmosphere."
5,1,"What an amazing place. Solid atmosphere, fantastic bartenders - and in a neighborhood i hadn't ever stepped foot in. There are a string of bars on this block - so you can bar hop if for some God-unknown reason you don't happen to fall in love with the Ear Inn."
3,-1,"I have been going to Pio Pio (138st and Cypress, Mott Haven) since it opened a little while back. Its a nice place..good food...and a GREAT addition to the neighborhood. However, when you enter this trendy restaurant, you are greeted by a thug at the door, with the hat turned backwards, 10x too big jeans hanging 2 feet below his waist, gigantic oversized shirt, tattoos, and ridiculously huge Timberlands. It struck me as very odd why they would choose to have this as the first impression, and as the seating host of the restaurant, when everything else is so nice, trendy, etc. I was GREATLY DISSAPPOINTED AND DISGUSTED to learn why this thug is the one greeting you at the door. Pio Pio is paying off the local gang for some absurd reason, and this thug is the ""security"" for the restuarant. Basically they feel the need, for some reason, to have gangmembers running their business...much like the supposed ""protection"" that the mob offered all those years ago. Not only will I NEVER go there again...I am shocked that they are suporting the local thugs and will be sure to make everyone aware of what is going on. I recommend everyone reading this to not only boycott the chain but to expose the restuarant for supporting/encouraging local thugs/gangs!"
4,1,"After a performance show at Lincoln Center, my friend and I decided to find a nice tapas bar to drink and have a few small bites just before we head to a party.. We couldn't find this place because it was small and kinda hidden?? it was dark and we thought the place is close. By looking in, you can see that it was slightly crowded at the bar where people enjoying some wine.. It was also kinda loud.. We got ourselves a table, order a glass of wine each and the octopus and the chocolate dessert.. The octopus is delicious.. It's so perfect to enjoy it as a small appetizer.. It was savory but not over, cooked with some sweet spices but I don't remember.. Perfect to enjoy with the bread.. The chocolate dessert wasn't as great.. it was still good but I think the texture was too hard.. Overall, it's still a nice place in the Hells Kitchen area.. only thing it they close at midnight."
3,1,"Another tiny little place in chinatown. I prefer ""La Mian"" to any other kinds of noodle. It is ""La Mian"" and is different from ""Lai Mein"" or ""Lao Mein"" or any other Cantonese noodle. It comes from north west China. The food there is good. i like the noodles best. But their portion and meat are just so so. Another important thing they need is some troditional ""Shan Xi"" sesame oil. Everytime I think of ""La Mian"", I miss Beijing so much."
5,1,"I'm torn. ??Why does this have to be so good, yet so far away? ??Impossible love. Famous Original was as close to my perfection as it might get. ?? It's simple, thin, has a crunch in the crust, and a bite in the cheese. It was actually one of those things where I thought it was awesome while eating it, and now I just feel like there's a void in my life. I may or may not be writing this in my bed, 24 hours after the fact and 3000 miles away. We'll always have that day, Bertie."
2,-1,"Unfortunately, there were a good number of quirks in our service and meal that kept this from being a good experience. First of all, we made a reservation, but were still asked to wait for 15 minutes. I understand that overbooking happens from time to time, but it's still annoying. More to the point, our food matched the generally disorganized service: it was definitely a rushed and messy ordeal. We had to send one plate back because the dish had not been washed properly. Ick! The ravioli was okay, but kind of heavy and it somehow had not been cooked evenly. The pizza was nothing special, though certainly not bad. We were gonna stick around for dessert but decided not to chance it and headed out. One thing's for certain, if you decide to bail on Emporio, there are plenty of other great places in LIttle Italy to check out!"
5,-1,"Excellent pizza. I'm not usually a white pizza eater and this white pizza was good enough to make me consider it more often. Good beer selection too. Wesley was the best server we had in NYC, great job!"
5,1,"I appreciate the vast array of foods among the five boroughs of New York City. At the end of the day, however, it's the home-down, diner-style, well-cooked foods that are the best. No flamboyancy. No ostentatious ingredients. No $15 dollar cocktails the size of the thimble. Screw all of that. Just a counter that fits a dozen people, hot trays of food behind it, whip-fast honest service, and the basic elements of a good homey meal. You can get a good meal with Ukrainian / Eastern European roots here, with pretty much nothing on the menu exceeding $12. Nightly specials of beef stroganoff and breaded fish filets served on huge plates with mashed potatoes and veggies look mouth watering, and the choice between the type of pierogis and soups to buy is a challenge, as you want to have them all...NOW. I am happy with my choice of meal: Four freshly-boiled and toothsome potato pierogis smothered in caramelized onions, a cup of rich and flavorful split pea soup, two slices of dense Challah-like bread smothered in creamy butter, and a bowl of apple sauce. I enjoyed every single bite immensely and felt genuine sadness when I realized it was all gone. And did I pay $8.05 for all of that, which left me completely and pleasantly full? YES. Yes, I did. No offense to Per Se and its Slow Baked Garnet Yam Veloute with honey poached cranberries, toasted pecans, sage and black winter truffle...BUT. In a city full of gaudy food choices, some needlessly so, Stage Restaurant provides you with a good, honest, filling, and satiating meal. You'd be hard pressed to find anything close to this anywhere else."
4,1,"I dine here once every week after work. The roasted chicken with the couscous is phenomenal, that is all you need to know. Great jazz band, great bartenders, great service, great food over all. I actually met Hip-Hop Artist/Actor ""Common"" here one night, pretty cool guy. Made the night even better. Cheers."
4,-1,"My favorite tapas place in any city! ??Comfortable and cozy atmosphere. ??All of the food I've tried was delicious and unique. ??My favorite, oddly enough, were the roasted brussel sprouts. ??Held off going back this year due to the hepatitis breakout, but will soon go back. ??I'm a health nut and sad to see one of my favorite restaurants in the city go through that negative press. ??Hidden gem!"
5,1,"The falafel here is cheap, delicious, and always fresh. ??Sometimes the line is long, but it is always worth the wait."
5,-1,Still the best Greek place in Astoria!!!
3,1,"It's a fun, cute place but always felt something' missing or lacking.. love their chicken & mixed drinks but some things on their menu could definatly improve!"
4,-1,"Went solo for lunch, so sat at the bar. Their lunch special is fantastic value so gave that a whirl. Started with their famous pork buns. Three months later, I still think about those amazing pillow like buns surrounding the sweet, rich salty pork belly that gave me a heart attack just looking at it. So good. Main was a very passable lamb dish. The details escape me, but it looked good enough for the celeb sitting next to me (you know, the brother from My Name Is Earl) to look over and ask what it was. He was living vicariously though my meal as he just had a plate of pickles for lunch (""I can't eat meat - what would you recommend?""). I mean, seriously, pickles!!? Dessert actually blew me away. The apricot sorbet and thyme mousse was a total surprise. The presentation reminded me of wd-50, but the flavour was truly unique. Bravo."
4,-1,"Thoroughly enjoyable meal from start to finish. A small place with a back yard area as well. The menu is limited with a few specials but varied enough to cover most tastes. Our server was very pleasant and helpful in describing the dishes and in letting my friend taste her wine choice before ordering. We shared the beets and mandarin oranges app and the roasted cauliflower app , both were delicious and ample enough to share. For our main we split the pork chop which was a nice thick cut and moist throughout. It came with a side semolina panelle a sort of quiche/polenta ??type dish. They also served a small homemade bread that was amazingly good and light. While some have written of the portions being small we didnt find that to be the case. The apps while not enormous were more than enough for two and its not just about quantity its about quality and taste which was definitely there. Same for the chop that we easily shared. It was filling enough that neither of us ordered desert as we were nicely full. We were there early so no crowds not sure how it is latter in the evening but they take reservations. Now on my list of places to return to."
5,-1,"Awesome food, great bartender, relaxed and fun atmosphere. Will definitely be back"
4,1,"got here right when it opened, and had absolutely no wait on a weekday during christmas week. the akamaru modern ramen is to die for. i will dream of the hot steaming broth, the chewy noodles and the slices of pork belly -- 95% fat, 5& meat -- for weeks and months to come. the pork buns were delicious and pleasantly spicy; my only wish is that they come 4 to a plate instead of just two for $7. me wantee pork buns!"
5,1,"Pretty tiny shop with excellent goods. ??Good coffee and Ceci-Cela chocolate croissants and Balthazar almond croissant... No need to go to Soho anymore. ?? Also the best toasted/buttered bagel I have ever come close to having downtown. This place is a huge plus for the FiDi area. ??Only problem - it is right next door so I will probably gain 10 pounds from the place. Friendly staff, not a long wait... Take a visit here.. You won't be disappointed. ?? There are a lot less of us working downtown here now ??- those of us left need to support the downtown businesses!"
4,1,"[Let me start off with a negative comment] After we walked in, we proceeded to stand in the dining room for about 3 minutes before the front of the house, who was looking directly at us, decided to walk over and seat us. That was a bit of rather lackluster service. The service improved tremendously after we were seated; our waiter was lovely. The aforementioned 3 minutes aside, we had an excellent dining experience during Dine-Out Brooklyn week (I know, I'm falling way behind on timely reviews). The homemade bread, whipped butter, and lentil p??t?? were incredible. OMG, THE DIVER SCALLOPS WITH SUNCHOKE PUREE was one of the best dishes I've ever had. Our entrees were very good as well. I believe I had the duck cassoulet which was hearty and perfect on a cold winter evening. The dessert wasn't a stand out, but the savory courses (+ the warm atmosphere!) were enough to make me wish I could eat at Applewood a few times a week."
4,1,"I've died and gone to truffle! ??2 dishes I always keep coming back for - Mushroom Crusted Chicken with Truffle broth and the Truffle Mac and Cheese Tart. ??cute, cozy, date, dinner with the girls type of place."
4,1,"I came across this place on my way to the NYU Skirball Center for a friend's fashion show. The words ""Crepes To Go"" immediately drew my attention.. haha. I haven't tried eating inside the restaurant but I've been to the take-out window right next to it, twice already and I'm planning to go back soon and try more combinations! They have dessert and savory crepes!! I love that they have soo many ingredients to choose from. A variety of cheeses, meats (bacon ftw!), chocolate, fruit, whipped cream, nuts, you name it - they most likely have it! They make it right in front of you on a heating plate (?) so you can see the entire cooking process. You get a choice of 3 things to put inside the crepe :) I've tried both dessert and savory crepes. My first time, I shared a Swiss Cheese, Onion, and Mushroom crepe with a friend in Washington Sq Park. It was SO good!! I wanted to eat the whole thing but it was just too big and filling. They give you the right amount of ingredients so that the crepe isn't overflowing but you're also not wishing for more. My second time, I shared a Banana, Nutella, and Hazelnut crepe with another friend in Washington Sq Park (since its so close to this place). MAN OH MAN. This was even better than the savory one. I think crepes are better off in dessert form, but I'm still feening to try a breakfast crepe from them with ham, eggs and cheese! The prices are worth it because the crepes from here are pretty darn good and really quickly made! The service can be kinda annoying sometimes bc the people who make it are mexican and have a hard time calculating change in their heads and speaking good english (not being racist here, it's the truth!) Overall, I will definitely be back for more crepes when I'm in the area again! Final Verdict? 4 stars ****"
5,-1,"Great addition to the neighborhood. Fried chicken is delicious. Good sides -- they have mashed potatoes, which for some reason is kind of rare these days at places with sides. There's a nice spin on basics here -- love the hot vinegar sauce that comes with the fried chicken. The kale, spiced up nicely with pickled peppers, wasn't boring. Everything is reasonably priced. I just hope they stick around. Nice bar too."
5,-1,"Still a favorite. ??attractive space. great location and authentic, consistently good bistro food. ??the skate is exceptional. Even its unfortunate inclusion in guide books, which brings the tourists and BBQs, has not diminished the place in my mind"
4,-1,We celebrated my cousin's 24th birthday at this cozy little restaurant last night and everyone enjoyed the meal -- from appetizers (recommend the spicy lemon shrimp) to the last bite of our guinness dark chocolate cake!
5,-1,"Oyster bloody mary...need I say more?? ??All of the seafood is good. ??French onion soup. ??Burger. ??Bar steak. ??I dream of you duck confit. ??This place has been around for a while, but I still think the scene is really good. ??Maybe even better now as it's more mellow than scene-y, if you know what I mean. Minor complaint - you will probably wait a bit for your table, even with a reservation. ??normally I am happy to wait with a drink at the bar, but last time I was there the bar was packed and only one bartender! ??I don't think that's typical though. ?? If you can ever make it here for breakfast, do it. ??Excellent french toast and breadbasket."
4,-1,"I'd give this restaurant 4.25 ??We came for New Year's Day Brunch, which was great because the restaurant had a comfortable number of patrons, but wasn't too busy. ??We took our time and didn't feel rushed. ??My guests were each discerning Greeks, who prioritize the quality of the food they eat as among the most important aspects of everyday life. ??The feedback was consistent: great quality for Astoria, unique meals, and amazing octopus (probably the best item on the menu). ??The hangar steak and bulgur salad (latter not on the brunch menu but we asked for it, and we were happily accommodated) got high marks as well. ??Great wine, cocktails, sangria and craft beer menu. ??Finally on the positives, ambiance was terrific. Go with a bigger group if you can. One negative was that we all agreed the food needed less salt. ??We felt the effects afterwards and needed a lot of water. ??This prevents us from coming often due to general health consciousness, but if this changed, MP would probably be our go to Astoria spot. Another negative was the dumpling dish. Dumplings are a uniquely shared dish in cultures across Asia and Europe. Greeks have their versions in dolmadakia and lahanodolmades, and those Greeks from Asia Minor or near strong Turkish influence made manti, which is more of a meat filled dough dumpling. ??Some unique twist to these common and delicious dishes, with strong flavor characteristics would have been awesome. I couldn't understand the mish mash of ingredients in this dish to the point that I couldn't finish it. Overall, nice place. Hope the evolution from here is positive and am looking forward to returning."
